UUT_KERNEL,AIE_VARIANT,DATA_TYPE,DIM_SIZE,SUBST_TYPE,L_LEADING,GRID_DIM,NUM_FRAMES,DIAG_INV,COMPILE,SIM,FUNC,Latency_first (ns),Latency (ns),Throughput (MSa/s),Initation Interval_avg (ns),cycleCountAvg,throughputCycleCount (MSa/s),NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
substitution,2,cfloat,588,0,0,7,1,1,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,216,0,0,6,4,0,1,1,1,188259.2,407688.0,4.14,208640.36,257387.0,4.27,186.0,21.0,21.0,45.0,962871.0,2288 7808 7776 2256 2288 2288 2288 2288 7776 2256 2288 2288 7792 2288 2256 7792 7792 2256 2256 2288 2288
substitution,2,cfloat,144,0,0,4,3,0,1,1,1,152384.0,355538.17,2.38,180832.61,221165.0,2.46,72.0,10.0,10.0,20.0,352694.0,2256 7824 2256 2288 7824 7808 2288 2256 2288 7792
substitution,2,float,264,0,0,3,2,1,1,1,1,93571.2,219781.82,4.54,116048.12,132372.0,5.01,69.0,6.0,6.0,13.0,394278.0,2048 2064 5536 2048 5584 5568
substitution,22,float,160,0,0,2,2,1,1,1,1,96185.6,196480.53,3.06,104539.07,99091.0,3.41,31.0,3.0,3.0,6.0,164617.0,5716 2420 5642
substitution,2,cfloat,280,0,0,7,2,0,1,1,1,121312.0,377289.71,2.92,191160.49,239724.0,3.05,197.0,28.0,28.0,64.0,811377.0,2256 2288 2256 7856 2288 2288 2288 7872 7856 2256 2288 2256 2288 2288 2288 7872 2288 2256 2288 2288 2288 2288 7792 2288 2288 2256 7856 7824
substitution,1,float,160,0,0,2,1,0,1,1,1,8164.8,14499.2,16.36,9779.2,5921.0,33.77,23.0,3.0,3.0,6.0,85256.0,1844 2944 2968
substitution,2,float,440,0,0,5,2,1,1,1,0,96553.6,285821.59,5.9,148880.24,176125.0,6.26,164.0,15.0,15.0,32.0,983930.0,2048 2064 2064 5584 2048 2064 2064 2064 5536 2048 2064 5584 5568 2048 5584
substitution,2,cfloat,72,0,0,2,4,0,1,1,1,127052.8,246715.41,2.25,127420.8,151053.0,2.39,27.0,3.0,3.0,6.0,138873.0,2256 7776 7776
substitution,2,float,200,0,0,5,4,0,1,1,1,84409.6,163675.09,9.48,84359.42,103199.0,9.98,110.0,15.0,15.0,26.0,433850.0,2032 7408 2064 2032 7408 7376 2032 2064 2064 7408 2064 2032 2064 2064 7328
substitution,1,cfloat,308,0,0,7,1,1,1,1,0,10289.6,69008.0,24.23,12709.25,16781.0,23.08,374.0,56.0,56.0,125.0,2276690.0,1498 1498 1934 1498 1970 2922 1970 1954 1970 1970 2922 1934 2830 1970 2922 1498 1970 1938 1498 1970 1970 1938 1970 1498 1954 1938 1934 1934 1498 2890 1498 1954 1498 1934 1498 1498 1498 1498 1498 1498 1498 2906 1498 1934 1498 1498 1498 1498 2840 1498 1498 1498 1498 1498 1498 1498
substitution,22,cfloat,120,0,0,3,2,0,1,1,1,97556.8,289914.74,1.62,147459.93,153408.0,1.64,47.0,6.0,6.0,12.0,176172.0,2824 2838 6450 6496 2824 6486
substitution,22,float,80,0,0,1,2,1,1,1,1,87561.6,162996.9,1.82,87515.08,79101.0,2.12,11.0,1.0,1.0,2.0,54766.0,5616
substitution,1,cfloat,40,0,0,1,1,0,1,1,1,8619.2,9598.71,11.35,3520.22,3067.0,16.3,15.0,2.0,2.0,4.0,67841.0,1498 2902
substitution,1,float,160,0,0,4,4,1,1,1,1,10105.6,17638.4,56.38,11349.53,7983.0,101.09,71.0,10.0,10.0,24.0,287712.0,1900 1928 1928 3004 2998 1900 1928 3040 1900 3040
substitution,2,cfloat,120,0,0,3,1,1,1,1,1,27780.8,84316.0,2.76,43397.78,53731.0,2.82,35.0,6.0,6.0,11.0,93231.0,2208 2240 5840 2208 5936 5904
substitution,22,cfloat,40,0,0,1,3,0,1,1,1,125780.8,243690.56,0.95,125636.22,123919.0,1.01,9.0,1.0,1.0,2.0,42803.0,6402
substitution,2,cfloat,288,0,0,8,4,1,1,1,0,195627.2,456124.57,4.96,232257.84,288282.0,5.06,301.0,36.0,36.0,87.0,1647996.0,2256 2288 2256 2288 2288 2288 2288 2288 2288 6000 2288 6000 2288 2288 2256 2288 2256 5984 2288 2288 2288 6000 2288 2256 5984 5984 2256 2288 2288 2256 5952 2288 2288 5952 2288 2288
substitution,22,float,384,0,0,4,1,1,1,1,0,57900.8,278158.15,2.67,143376.13,146676.0,2.84,84.0,10.0,10.0,22.0,398790.0,2486 2502 2502 5582 5636 2486 2502 5638 2486 5638
substitution,1,cfloat,88,0,0,2,2,1,default,default,default,,,,,,,,,,,,
substitution,2,float,336,0,0,7,2,1,1,1,0,36032.0,101135.77,12.83,52367.87,65966.0,13.99,170.0,28.0,28.0,63.0,590030.0,2032 2064 2032 5616 2064 2064 2064 5616 5616 2032 2064 2032 2064 2064 2064 5616 2064 2032 2064 2064 2064 2064 5520 2064 2064 2032 5616 5568
substitution,1,cfloat,44,0,0,1,2,0,default,default,default,,,,,,,,,,,,
substitution,1,float,528,0,0,6,1,1,1,1,0,9696.0,33901.6,26.38,20015.26,17998.0,37.91,145.0,21.0,21.0,47.0,709672.0,1844 1858 1858 1858 2940 2904 1844 1858 1858 1858 1858 2880 1844 1858 1858 2940 1844 1858 2940 1844 2940
substitution,2,cfloat,176,0,0,4,2,0,1,1,1,126433.6,334712.0,2.06,170418.95,208505.0,2.14,72.0,10.0,10.0,17.0,347894.0,2256 7840 2256 2288 7840 7824 2288 2256 2288 7792
substitution,2,float,264,0,0,3,1,1,1,1,1,35563.19,108800.34,4.59,57460.18,66918.0,4.98,46.0,6.0,6.0,12.0,204198.0,2032 2048 5472 2032 5536 5504
substitution,2,cfloat,264,0,0,6,1,0,1,1,1,41294.4,209738.4,2.48,106370.7,135175.0,2.55,113.0,21.0,21.0,44.0,382935.0,2240 7792 7744 2208 2240 2240 2240 2240 7712 2208 2240 2240 7792 2240 2208 7776 7776 2208 2240 2208 2240
substitution,2,cfloat,264,0,0,6,2,1,1,1,0,132289.6,396094.51,2.62,201095.13,248657.0,2.71,146.0,21.0,21.0,41.0,727191.0,2288 6048 6000 2256 2288 2288 2288 2288 5968 2256 2288 2288 6048 2288 2256 6032 6032 2256 2256 2288 2288
substitution,2,float,704,0,0,8,2,0,1,1,1,161212.79,412939.2,6.62,212617.84,262334.0,6.82,368.0,36.0,36.0,86.0,2358608.0,2048 2064 2048 2064 2064 2064 2064 2064 2064 7456 2064 7456 2064 2064 2048 2064 2048 7456 2064 2064 2064 7456 2064 2048 7440 7440 2048 2064 2064 2048 7408 2064 2064 7360 2064 2064
substitution,2,cfloat,352,0,0,8,4,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,220,0,0,5,3,1,1,1,0,160408.0,424565.82,3.04,216926.52,265280.0,3.11,138.0,15.0,15.0,33.0,761550.0,2256 2288 2288 6016 2256 2288 2288 2288 5952 2256 2288 6000 5968 2256 6000
substitution,2,cfloat,220,0,0,5,1,1,1,1,0,31691.2,178451.56,2.42,90736.66,113499.0,2.5,82.0,15.0,15.0,27.0,274030.0,2208 5936 5904 2240 2208 5936 2208 2240 2240 5936 2208 2240 2240 2240 5840
substitution,2,float,240,0,0,5,4,0,1,1,1,104182.4,201026.98,9.21,104159.31,126184.0,9.55,117.0,15.0,15.0,31.0,605050.0,2032 2064 2064 7408 2032 2064 2064 2064 7296 2032 2064 7408 7360 7408 2032
substitution,1,cfloat,88,0,0,2,1,1,1,1,1,10302.4,24994.56,16.3,5399.46,6778.0,17.22,39.0,6.0,6.0,10.0,244865.0,1498 2856 1482 1934 1498 2846
substitution,2,cfloat,176,0,0,4,1,1,1,1,0,31681.6,167527.2,2.06,85274.58,105211.0,2.15,54.0,10.0,10.0,17.0,183158.0,2208 5936 2208 2240 5936 5904 2240 2208 2240 5840
substitution,2,float,624,0,0,6,1,1,1,1,0,45321.6,316281.71,3.84,162405.41,196219.0,4.11,188.0,21.0,21.0,46.0,973212.0,2048 5504 5472 2032 2048 2048 2048 2048 5456 2032 2048 2048 5504 2048 2032 5504 5504 2032 2032 2048 2048
substitution,22,float,192,0,0,4,4,1,1,1,1,87592.0,210710.05,7.0,109666.83,109319.0,7.52,84.0,10.0,10.0,22.0,404166.0,2420 2434 2434 5656 5716 2420 2434 5700 2420 5700
substitution,22,float,480,0,0,5,1,0,1,1,1,57785.6,201956.34,4.55,105287.01,112969.0,4.48,120.0,15.0,15.0,32.0,597800.0,2502 2502 5702 2486 2502 2502 2502 5598 2486 2502 5702 5700 5702 2486 2486
substitution,2,float,88,0,0,1,1,0,1,1,1,54920.0,103616.42,1.6,54868.91,60809.0,1.8,9.0,1.0,1.0,2.0,34034.0,7264
substitution,1,cfloat,352,0,0,8,1,1,1,1,0,10302.4,62453.6,30.2,11654.4,15836.0,31.66,482.0,72.0,72.0,246.0,2926412.0,1498 1498 1498 1498 1498 1498 1498 1498 1482 1498 1498 1498 1498 2856 1482 1498 1498 1498 1498 1498 1498 1934 1498 2922 1498 1498 1498 1498 1498 1498 1498 1934 1498 1970 1498 2922 1498 1934 1934 1970 1970 1970 2922 1970 1970 1970 1954 1970 1938 2922 2922 1934 1934 1934 1970 1970 1970 1970 1970 1970 1970 1970 1970 1970 2002 2922 2846 1498 1498 1498 1498 1498
substitution,2,cfloat,88,0,0,2,3,1,1,1,1,111590.4,230072.53,2.2,119928.12,139837.0,2.37,27.0,3.0,3.0,6.0,153369.0,2256 5952 5968
substitution,2,cfloat,220,0,0,5,2,0,1,1,1,132284.79,358481.37,2.41,182297.96,225143.0,2.48,107.0,15.0,15.0,27.0,520430.0,2256 7840 2288 2256 7840 7824 2256 2288 2288 7856 2288 2256 2288 2288 7792
substitution,2,cfloat,88,0,0,2,4,0,1,1,1,164931.2,319090.88,2.12,165660.0,193939.0,2.27,32.0,3.0,3.0,6.0,202649.0,2256 7776 7792
substitution,2,float,832,0,0,8,1,0,1,1,1,68337.6,338160.8,4.79,173369.72,217797.0,4.83,303.0,36.0,36.0,86.0,1667408.0,2032 2048 2032 2048 2048 2048 2048 2048 2048 7408 2048 7408 2064 2048 2032 2048 2032 7408 2048 2048 2048 7408 2048 2032 7408 7408 2032 2048 2048 2032 7328 2048 2048 7312 2064 2064
substitution,2,float,336,0,0,7,1,1,1,1,0,17371.2,50621.16,-1.0,-1.0,35762.0,14.18,146.0,28.0,28.0,59.0,318542.0,2000 2048 2000 5504 2048 2048 2048 5504 5504 2000 2048 2000 2048 2048 2048 5504 2048 2000 2048 2048 2048 2048 5424 2048 2048 2000 5504 5472
substitution,2,cfloat,416,0,0,8,1,0,1,1,1,51627.2,328500.8,2.5,166368.49,213340.0,2.46,219.0,36.0,36.0,88.0,885116.0,2240 2208 2240 2208 2240 2240 2240 2240 7808 2240 2240 2240 7808 7760 2240 2208 2240 2208 7808 2240 2240 2240 7808 2240 2208 7792 7792 2208 2240 2240 2208 2240 2240 2240 7728 2240
substitution,1,float,384,0,0,8,3,1,1,1,0,12755.2,23363.2,79.89,14418.46,11776.0,126.17,246.0,36.0,36.0,75.0,1102240.0,3040 1900 1928 1928 3040 1900 1928 1928 1928 3040 2998 1900 1928 1928 1928 1928 1928 1928 2988 1900 1928 1928 1928 1928 1928 3040 1900 1928 1928 1928 1928 3040 1900 3040 1900 1928
substitution,22,float,192,0,0,2,1,0,1,1,1,57665.6,155259.2,2.34,81938.46,78914.0,2.57,23.0,3.0,3.0,6.0,119945.0,5700 2486 5594
substitution,1,float,144,0,0,3,1,1,1,1,1,3395.2,5842.21,37.83,3804.53,2606.0,69.07,33.0,6.0,6.0,12.0,68974.0,1844 1858 2968 1844 3004 2968
substitution,2,cfloat,264,0,0,6,3,1,1,1,0,232904.0,594061.71,2.62,301630.4,370457.0,2.71,181.0,21.0,21.0,46.0,1065111.0,2288 6016 5968 2256 2288 2288 2288 2288 5952 2256 2288 2288 6016 2288 2256 6000 6000 2256 2256 2288 2288
substitution,2,float,728,0,0,7,1,0,1,1,1,68148.8,318403.08,4.45,163482.95,203316.0,4.83,243.0,28.0,28.0,64.0,1297198.0,2048 2032 2048 2048 2048 7408 7408 2032 2032 7328 2048 2048 2048 7408 2048 2032 2048 7408 2048 2032 7408 2048 2048 2032 2048 2048 2064 7312
substitution,2,cfloat,308,0,0,7,3,0,default,default,default,,,,,,,,,,,,
substitution,22,float,144,0,0,3,2,1,1,1,1,42430.4,80566.29,6.79,42400.68,42422.0,7.12,38.0,6.0,6.0,11.0,127761.0,2420 2434 5674 5732 2420 5716
substitution,22,float,96,0,0,2,2,0,1,1,1,41996.8,79666.98,4.57,41946.05,40800.0,5.11,20.0,3.0,3.0,6.0,64265.0,5748 2420 5690
substitution,2,cfloat,352,0,0,8,2,1,1,1,0,132296.0,395957.14,3.5,201018.83,252359.0,3.53,243.0,36.0,36.0,82.0,1243388.0,2288 2256 2288 2256 2288 2288 2288 2288 6048 2288 2288 2288 6048 6000 2288 2256 2288 2256 6048 2288 2288 2288 6048 2288 2256 6032 6032 2256 2288 2288 2256 2288 2288 2288 5968 2288
substitution,1,cfloat,260,0,0,5,1,1,1,1,0,13990.4,74526.53,12.29,21147.49,21541.0,15.17,187.0,30.0,30.0,84.0,1036283.0,2702 1854 1890 1890 1890 1854 1890 1890 1890 2762 1854 2762 1434 1434 2762 1434 1854 1434 1434 1434 1434 1434 1434 2712 1434 1434 1434 1434 1434 1434
substitution,22,cfloat,48,0,0,1,2,0,1,1,1,111414.4,215128.0,0.86,111195.77,109084.0,0.92,9.0,1.0,1.0,2.0,40691.0,6402
substitution,1,cfloat,208,0,0,4,1,0,1,1,1,13988.8,56509.86,12.5,16635.49,15852.0,16.61,127.0,20.0,20.0,50.0,691166.0,1854 1890 2830 1890 1890 2774 1854 1434 1434 1434 2830 1434 1854 1434 1434 2808 1434 1434 1434 1434
substitution,2,cfloat,176,0,0,4,3,1,1,1,0,191406.4,470148.68,2.2,239683.2,290885.0,2.32,89.0,10.0,10.0,22.0,508406.0,2256 2288 2288 5952 5968 2256 2288 6000 6000 2256
substitution,2,cfloat,104,0,0,2,1,0,1,1,1,51684.8,105641.81,1.88,55063.75,65939.0,1.99,21.0,3.0,3.0,6.0,74873.0,2208 7728 7760
substitution,2,float,312,0,0,3,1,1,1,1,0,45344.0,152951.54,3.86,80764.18,93086.0,4.22,57.0,6.0,6.0,13.0,278598.0,2032 2048 5456 2032 5504 5472
substitution,2,cfloat,312,0,0,6,2,0,1,1,1,218171.2,657608.57,1.87,333092.92,410688.0,1.93,188.0,21.0,21.0,46.0,989175.0,2288 7824 7792 2256 2288 2288 2288 2288 7792 2256 2288 2288 7824 2288 2256 7808 7808 2256 2256 2288 2288
substitution,2,float,48,0,0,1,3,0,1,1,1,78256.0,150532.58,1.84,78009.02,90551.0,1.98,9.0,1.0,1.0,2.0,31442.0,7280
substitution,22,float,48,0,0,1,1,0,1,1,1,21097.6,39885.86,2.28,20972.91,19686.0,2.56,7.0,1.0,1.0,3.0,11502.0,5554
substitution,2,float,416,0,0,4,1,1,1,1,0,45345.6,218749.82,3.65,113700.67,134145.0,4.12,87.0,10.0,10.0,22.0,463912.0,2032 2048 2048 5456 5472 2032 2048 5504 5504 2032
substitution,22,cfloat,392,0,0,7,1,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,364,0,0,7,3,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,364,0,0,7,2,1,1,1,0,188859.2,588487.08,2.43,298149.66,369187.0,2.55,241.0,28.0,28.0,63.0,1318065.0,2288 2256 2288 2288 2288 6016 6000 2256 2256 5968 2288 2288 2288 6016 2288 2256 2288 6016 2288 2256 6000 2288 2288 2256 2288 2288 2288 5952
substitution,2,float,224,0,0,2,1,0,1,1,1,75456.0,140655.78,2.97,75322.74,84987.0,3.32,32.0,3.0,3.0,6.0,160692.0,2032 7280 7344
substitution,2,float,112,0,0,2,2,1,1,1,1,38123.19,71101.75,5.89,38025.37,42122.0,6.74,25.0,3.0,3.0,6.0,84980.0,2032 5520 5568
substitution,2,cfloat,168,0,0,3,2,1,1,1,0,132611.2,341389.25,1.91,175674.83,209960.0,2.0,61.0,6.0,6.0,13.0,326319.0,2256 2288 5952 2256 5984 5952
substitution,2,cfloat,156,0,0,3,3,1,1,1,1,191195.2,440232.0,2.06,226571.93,269837.0,2.17,69.0,6.0,6.0,13.0,419727.0,2256 2288 5952 2256 6000 5968
substitution,2,cfloat,132,0,0,3,4,1,1,1,1,191729.6,414551.88,2.47,213436.55,254038.0,2.6,68.0,6.0,6.0,13.0,403887.0,2256 2288 5952 2256 6000 5968
substitution,2,cfloat,132,0,0,3,3,0,1,1,1,148020.79,310135.14,2.47,160083.32,191979.0,2.58,57.0,6.0,6.0,13.0,305679.0,2256 2288 7776 2256 7808 7792
substitution,2,cfloat,208,0,0,4,2,0,1,1,1,165704.0,447685.25,1.82,228133.9,277922.0,1.93,90.0,10.0,10.0,23.0,471990.0,2288 2256 2288 7792 7792 2256 2288 7808 7808 2256
substitution,1,cfloat,312,0,0,6,1,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,56,0,0,1,2,1,1,1,1,89366.4,168622.5,1.25,89292.91,99041.0,1.41,11.0,1.0,1.0,2.0,54388.0,5920
substitution,2,cfloat,44,0,0,1,4,1,1,1,1,126137.6,239903.46,1.39,126117.02,142112.0,1.54,12.0,1.0,1.0,2.0,67668.0,5920
substitution,22,float,672,0,0,6,1,0,1,1,1,73537.6,653216.8,2.02,332505.96,344049.0,2.12,208.0,21.0,21.0,44.0,1121847.0,5686 5684 2486 2502 2502 2502 2502 5598 2486 2502 2502 5686 2486 2502 5686 5686 2486 2486 2502 2502 2502
substitution,2,cfloat,264,0,0,6,4,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,260,0,0,5,3,0,1,1,1,246291.2,702262.05,2.18,357588.3,436759.0,2.23,164.0,15.0,15.0,31.0,1046190.0,2256 2288 2288 7824 2256 2288 2288 2288 7792 2256 2288 7808 7808 2256 7792
substitution,2,cfloat,260,0,0,5,2,0,1,1,1,129968.0,468258.74,2.18,238417.96,293205.0,2.22,132.0,15.0,15.0,31.0,707150.0,2256 2288 2288 7824 2256 2288 2288 2288 7792 2256 2288 7808 7792 7808 2256
substitution,2,cfloat,208,0,0,4,3,0,1,1,1,269110.4,639702.85,1.91,326299.69,395638.0,2.01,108.0,10.0,10.0,22.0,698294.0,2256 2288 2288 7792 7792 2256 2288 7808 7808 2256
substitution,2,float,104,0,0,1,1,1,1,1,1,45240.0,81781.97,2.3,45178.05,45631.0,2.84,10.0,1.0,1.0,2.0,46226.0,5392
substitution,22,float,784,0,0,7,1,0,1,1,1,73454.39,693019.77,2.22,352404.55,368496.0,2.34,274.0,28.0,28.0,60.0,1495347.0,2502 5686 2486 2502 2502 2502 5686 2486 5684 2502 2502 2502 2502 5686 2502 2486 2502 2502 2502 2502 5598 2486 5686 2502 2486 5686 2502 2486
substitution,2,float,560,0,0,5,1,1,1,1,0,50593.6,259658.62,4.15,134844.43,161223.0,4.35,148.0,15.0,15.0,32.0,801210.0,2032 2048 2048 5520 2032 2048 2048 2048 5456 2032 2048 5504 5472 2032 5504
substitution,1,cfloat,448,0,0,8,1,1,1,1,0,16072.0,93588.36,17.02,26308.64,28446.0,21.23,531.0,72.0,72.0,167.0,2864460.0,1434 2728 1434 1434 1434 1434 1434 1434 1854 1434 2778 1434 1434 1434 1854 1434 1434 1890 1434 2778 1434 1854 1434 1890 1434 1890 1434 2778 1434 1434 1434 1854 1854 1890 1890 1890 1890 1890 1890 1890 2778 2778 1434 1434 1434 1434 1434 1854 2718 1890 1922 1890 1922 1890 1890 1890 1890 1922 1890 2778 1890 1854 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434
substitution,2,cfloat,308,0,0,7,4,0,default,default,default,,,,,,,,,,,,
substitution,22,float,896,0,0,8,1,0,default,default,default,,,,,,,,,,,,
substitution,2,float,56,0,0,1,3,1,1,1,1,56715.2,105887.04,2.96,56668.11,61399.0,3.42,9.0,1.0,1.0,2.0,41170.0,5456
substitution,2,cfloat,104,0,0,2,3,0,1,1,1,161680.0,316997.44,1.89,164834.17,192628.0,2.03,34.0,3.0,3.0,6.0,210489.0,2256 7792 7792
substitution,22,float,336,0,0,3,1,0,1,1,1,73408.0,297521.02,2.17,154655.75,154281.0,2.28,60.0,6.0,6.0,12.0,321105.0,2486 2502 5598 5684 2486 5686
substitution,2,float,280,0,0,5,2,1,1,1,0,52152.0,138565.02,7.8,71752.49,87529.0,8.22,106.0,15.0,15.0,27.0,420410.0,2032 5616 5568 2064 2032 5600 2032 2064 2064 5616 2064 2032 2064 2064 5520
substitution,1,float,336,0,0,6,2,1,1,1,0,8672.0,22131.31,49.66,13526.52,11207.0,78.07,145.0,21.0,21.0,48.0,585256.0,1900 1928 1928 1928 3040 2998 1900 1928 1928 1928 1928 2988 1900 1928 1928 3040 1900 1928 3040 1900 3040
substitution,22,cfloat,224,0,0,4,1,0,1,1,1,71201.6,490202.97,0.9,247545.72,259149.0,0.92,76.0,10.0,10.0,20.0,283762.0,2844 6432 2844 2860 6432 6448 2844 2860 2860 6378
substitution,2,float,280,0,0,5,1,1,1,1,0,19062.4,74940.8,7.23,38687.13,48807.0,7.56,83.0,15.0,15.0,29.0,223290.0,2000 5504 2048 2000 5504 5472 2000 2048 2048 5504 2048 2000 2048 2048 5440
substitution,1,cfloat,112,0,0,2,1,1,1,1,1,16062.4,43309.46,8.15,13740.07,10970.0,13.3,41.0,6.0,6.0,10.0,239361.0,1434 1434 2728 1854 1434 2718
substitution,2,float,448,0,0,8,3,1,1,1,0,72076.8,213659.2,12.15,110550.76,135738.0,12.67,265.0,36.0,36.0,87.0,1471312.0,2064 2032 2064 2064 2032 2064 2064 2064 2064 5584 2064 5584 2064 2064 2032 2064 2032 5584 2064 2064 2064 5584 2064 2032 5568 5584 2032 2064 2064 2032 5536 2064 2064 5504 2064 2064
substitution,2,float,168,0,0,3,1,0,1,1,1,31387.2,60202.77,5.36,31323.54,38725.0,5.5,36.0,6.0,6.0,12.0,89766.0,2000 2048 7232 2000 7376 7328
substitution,22,cfloat,56,0,0,1,1,0,1,1,1,70854.39,136477.44,0.79,70697.94,69010.0,0.85,9.0,1.0,1.0,2.0,28467.0,6356
substitution,2,float,896,0,0,7,1,1,1,1,0,61940.8,474850.17,3.66,244429.06,296640.0,4.02,299.0,28.0,28.0,63.0,1932238.0,2048 2016 2048 2048 2048 5520 5504 2016 2016 5472 2048 2048 2048 5520 2048 2016 2048 5520 2048 2016 5504 2048 2048 2016 2048 2048 2064 5472
substitution,22,float,384,0,0,3,1,1,1,1,0,91068.8,407510.05,1.81,211480.12,210159.0,1.91,65.0,6.0,6.0,12.0,414993.0,2486 2502 5598 5652 2486 5654
substitution,22,float,512,0,0,8,1,0,default,default,default,,,,,,,,,,,,
substitution,22,float,768,0,0,6,1,1,default,default,default,,,,,,,,,,,,
substitution,2,float,640,0,0,5,1,1,1,1,0,61920.0,333636.0,3.69,173386.46,206139.0,3.89,163.0,15.0,15.0,32.0,1035770.0,2016 2048 2048 5520 2016 2048 2048 2048 5472 2016 2048 5504 5504 2016 5472
substitution,2,float,480,0,0,4,1,1,1,1,0,56112.0,291163.88,3.17,151339.93,177427.0,3.58,108.0,10.0,10.0,23.0,610088.0,2048 2032 2048 5456 5472 2032 2048 5504 5504 2016
substitution,22,float,320,0,0,5,2,0,1,1,1,80115.2,186256.34,6.6,96959.13,99999.0,6.92,106.0,15.0,15.0,27.0,539560.0,5718 5732 2420 2434 5734 2420 2434 2434 5734 2420 2434 2434 2434 5688 2420
substitution,1,cfloat,420,0,0,7,1,0,1,1,1,18273.59,117136.66,12.83,32730.4,34999.0,15.1,423.0,56.0,56.0,117.0,2545714.0,1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 2824 1434 1434 1854 1434 1434 2846 1434 1854 1434 1890 2846 1434 1434 1434 1434 1854 1854 1434 1890 1890 1890 1434 1890 2846 1890 1434 2846 1434 1854 1854 1890 1890 1890 1890 1890 1434 1890 1890 1890 2846 1922 2790
substitution,2,cfloat,360,0,0,6,1,1,1,1,0,49632.0,404327.65,1.75,205084.92,253245.0,1.83,151.0,21.0,21.0,46.0,673431.0,2240 5952 5920 2208 2240 2240 2240 2240 5856 2208 2240 2240 5952 2240 2208 5952 5952 2208 2240 2208 2240
substitution,1,float,384,0,0,6,2,1,1,1,0,14115.2,28826.17,43.48,17659.44,14535.0,68.6,149.0,21.0,21.0,47.0,750952.0,1884 1912 1912 1912 3062 3004 1884 1912 1912 1912 1912 3004 1884 1912 1912 3062 1884 1912 3062 1884 3062
substitution,22,float,320,0,0,5,1,0,1,1,1,31649.6,94244.34,6.53,48997.41,53725.0,6.62,82.0,15.0,15.0,30.0,283560.0,5670 5668 2486 2502 5670 2486 2502 2502 5670 2486 2502 2502 2502 5598 2486
substitution,1,cfloat,256,0,0,4,1,1,1,1,0,20619.2,100004.8,8.89,28793.3,28189.0,11.65,156.0,20.0,20.0,59.0,1030750.0,2718 1854 1874 1890 1890 2778 1854 1450 1450 1450 2778 1450 1854 1450 1450 2744 1450 1450 1450 1450
substitution,2,cfloat,416,0,0,8,2,1,1,1,0,197414.4,625420.68,2.62,317170.58,394088.0,2.65,303.0,36.0,36.0,86.0,1693820.0,2256 2288 2256 2288 2288 2288 2288 2288 2288 6016 2288 6016 2288 2288 2256 2288 2256 6016 2288 2288 2288 6016 2288 2256 6000 6000 2256 2288 2288 2256 5968 2288 2288 5952 2288 2288
substitution,22,float,128,0,0,2,1,1,1,1,1,32910.4,59500.37,4.04,31629.14,31065.0,4.61,18.0,3.0,3.0,5.0,57225.0,5636 2486 5546
substitution,2,cfloat,180,0,0,3,2,0,1,1,1,163771.2,392636.8,1.78,202040.36,242157.0,1.86,68.0,6.0,6.0,13.0,372207.0,2256 2288 7792 2256 7840 7808
substitution,2,float,1024,0,0,8,1,1,1,1,0,61910.4,534116.57,3.74,273641.23,333946.0,3.86,367.0,36.0,36.0,85.0,2483792.0,2048 2016 2048 2048 2016 2048 2048 2064 2048 5520 2048 5520 2048 2048 2016 2048 2016 5520 2048 2048 2048 5520 2048 2016 5504 5504 2016 2048 2048 2016 5472 2048 2048 5472 2064 2064
substitution,2,float,240,0,0,2,1,1,1,1,1,56142.4,145999.31,3.04,78721.47,85746.0,3.53,35.0,3.0,3.0,6.0,183412.0,2016 5472 5472
substitution,2,float,120,0,0,1,1,0,1,1,1,82417.6,153610.24,1.45,82533.37,88722.0,1.69,12.0,1.0,1.0,2.0,60818.0,7264
substitution,22,cfloat,192,0,0,3,1,0,1,1,1,88036.8,434516.8,0.87,220479.5,229666.0,0.87,45.0,6.0,6.0,12.0,218412.0,2844 2860 6394 6464 2844 6448
substitution,1,float,64,0,0,1,1,0,1,1,1,5505.6,7681.38,11.74,5451.88,2663.0,30.04,7.0,1.0,1.0,2.0,18990.0,3008
substitution,2,cfloat,544,0,0,8,1,1,1,1,0,59948.8,593147.19,1.81,300134.76,375035.0,1.82,268.0,36.0,36.0,86.0,1451900.0,2240 2208 2240 2240 2208 2240 2240 2240 2240 5920 2240 5920 2240 2240 2208 2240 2208 5920 2240 2240 2240 5920 2240 2208 5920 5920 2208 2240 2240 2208 5888 2240 2240 5872 2240 2240
substitution,2,cfloat,420,0,0,7,2,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,120,0,0,2,2,1,1,1,1,121832.0,277485.14,1.66,144465.72,167885.0,1.79,33.0,3.0,3.0,6.0,186585.0,2256 5984 5968
